power_degree,cluster_coefficient,distance,size
-0.8918774481277376,0.3146083964344834,3.5195959595959594,100
-0.8156863057357351,0.20127031138795837,3.451111111111111,100
-0.8607724938585202,0.21975140056022416,3.8474747474747475,100
-0.6892303089398627,0.2886904264318058,3.4185858585858586,100
-0.5904044805009032,0.19830952380952382,5.144444444444445,100
-0.709494236312544,0.23437270899035595,4.1337373737373735,100
-0.7204112785428309,0.2633333874612646,3.5036363636363634,100
-0.7989407962476267,0.22752245288400888,3.2707070707070707,100
-0.9292526783339383,0.22365569561157797,3.8048484848484847,100
-0.7223303099378016,0.26228696005843105,2.527878787878788,100
-0.8166860041761619,0.16517878787878787,4.14989898989899,100
-0.9886391555248235,0.20042218168305115,3.6664646464646466,100
-0.939796299327866,0.18549956416132882,3.1846464646464647,100
-0.8174603707665999,0.19123446226975627,3.7224242424242426,100
-0.8755311293807354,0.19902369007803786,3.6933333333333334,100
-1.035668758882676,0.1940590786025568,3.8684848484848486,100
-0.802393236596668,0.22089567689321016,2.7682828282828282,100
-0.713738423828401,0.2633904167727697,4.470303030303031,100
-0.9695210633923498,0.16975095284832115,3.3525252525252527,100
-0.9127244153688361,0.2842518577913314,3.398787878787879,100
-0.9916943831912033,0.24435255344930265,3.573131313131313,100
-0.8548194059768668,0.17855738705738708,3.6587878787878787,100
-0.9214967311279448,0.17483286647992533,3.966666666666667,100
-1.947245209063517,0.12630068950657183,3.631919191919192,100
-0.9647916212342884,0.2019798534798535,4.504242424242424,100
-0.9018135983227042,0.2685321345321345,3.54040404040404,100
-1.3625443702356776,0.18543567957097365,2.7977777777777777,100
-1.0252962110304806,0.15812987012987015,4.245252525252525,100
-0.4880723925246444,0.23307142857142857,7.757575757575758,100
-0.7537887965341001,0.20138267288267286,4.174747474747475,100
-1.0481729509797173,0.16131529581529577,4.66949494949495,100
-0.6876589351664082,0.2727619296170245,3.850909090909091,100
-0.9090693627501042,0.28486229181894823,3.3654545454545453,100
-1.1950184313855141,0.11793434343434343,4.49919191919192,100
-0.6364371445145585,0.13312250030671083,3.7218181818181817,100
-0.7206373735295244,0.14454184704184703,4.902222222222222,100
-0.8050304531669574,0.21997186147186137,5.109696969696969,100
-0.7872399019666128,0.23423525494113737,4.198787878787879,100
-0.9495014104467656,0.13246886446886447,4.749292929292929,100
-0.8919940882419279,0.28182516999032425,3.2816161616161614,100
-0.7660528104040559,0.2545189208165837,3.095151515151515,100
-0.8847690612632633,0.18445544900575853,3.7965656565656567,100
-0.6038642113820439,0.1791545530492899,4.124848484848485,100
-0.9349700294382848,0.15761217767739505,4.5476767676767675,100
-0.7414774144420218,0.21103062580694154,3.262020202020202,100
-0.9062823137288476,0.28182716251756484,3.3018181818181818,100
-0.7054706069704249,0.2708557325517374,2.7977777777777777,100
-0.5732558059936395,0.19713241333829562,3.1880808080808083,100
-0.9360489992638381,0.16495483601365957,3.444848484848485,100
-0.9524966224064073,0.23781378347053406,3.7892929292929294,100
-1.0264201379942506,0.2039633111986053,3.9171717171717173,100
-0.9708634799347047,0.19205526748793006,3.4917171717171716,100
-0.9340341535614849,0.22772179057089542,3.4723232323232325,100
-0.7818025759182705,0.1937579176480778,3.7862626262626264,100
-0.947811455435777,0.18266784196195965,5.095757575757576,100
-1.3874590145438912,0.10921581359816654,5.232929292929293,100
-1.0093788674618103,0.115097500538677,4.217373737373737,100
-1.7571783687161562,0.18148332060096767,3.832929292929293,100
-0.9706740964941953,0.21335481348467616,3.025858585858586,100
-0.7866582238680534,0.21253543841779138,4.453131313131313,100
-0.6797349515922693,0.21797546897546904,3.5539393939393937,100
-0.9895830564228638,0.143512321012321,4.18989898989899,100
-0.8017136887993556,0.29293299289065877,3.7703030303030305,100
-0.8742629496465606,0.23596390374331552,3.6307070707070705,100
-0.6708783311052011,0.12371666980362633,3.3719191919191918,100
-0.7694749755767418,0.21814630381658254,3.5244444444444443,100
-1.496754933991468,0.23546704643675961,2.9646464646464645,100
-0.8949117317682116,0.24233236335311603,3.161010101010101,100
-0.5813436022187424,0.21707792207792204,4.24949494949495,100
-0.765039398853868,0.13756308756079924,3.549292929292929,100
-1.6236458967650869,0.17240912338435563,3.2066666666666666,100
-0.4781584844321811,0.19987429237429236,4.641212121212122,100
-0.8813890884821887,0.27645419449831204,3.8024242424242423,100
-0.8466627697620506,0.250504329004329,3.6072727272727274,100
-0.30182779541480764,0.39620976992070267,2.2123232323232322,100
-1.2997243998309886,0.21924563163463417,7.7856565656565655,100
-1.014593386393269,0.23332686757686757,4.664444444444444,100
-0.7668854925507183,0.2406990915630859,3.129090909090909,100
-0.9803950896833157,0.25181513924671817,3.6616161616161618,100
-1.5342707926864403,0.26793988861380175,3.439191919191919,100
-1.0085939469912917,0.2088911800318853,3.276969696969697,100
-0.6797812296881084,0.22385301727258242,3.6563636363636363,100
-0.6708028835551114,0.24951842440972866,3.185050505050505,100
-0.7142690747810698,0.24045604395604392,3.77979797979798,100
-0.7253432556116363,0.19489296324590433,3.4393939393939394,100
-0.6589585097492008,0.2963606452027503,3.4412121212121214,100
-0.9599683252603393,0.15400007672066496,3.6343434343434344,100
-1.4402391459693926,0.23082956096191393,3.2329292929292928,100
-1.1677175584375366,0.16536815358554488,3.7692929292929294,100
-1.1586885677494867,0.12533699633699633,4.914949494949495,100
-0.9298207029261636,0.1807822569587275,3.3486868686868685,100
-0.9554722339066031,0.23698837508791737,3.1804040404040403,100
-0.8098847639566711,0.2675967643467642,5.007878787878788,100
-0.7479068674189779,0.16563797313797313,4.027878787878788,100
-0.765880983657169,0.174415651015651,3.494141414141414,100
-0.7506770938904459,0.24097124807559592,3.3965656565656563,100
-0.9184580480477709,0.21881014637536367,3.571919191919192,100
-0.9138706408020312,0.20320555579611305,3.2864646464646463,100
-0.5494372697355729,0.2192443334443334,3.8735353535353534,100
-0.8009696432611312,0.17460173160173162,3.9016161616161615,100
